Index,water_solubility,nΔL,f_max
4/49,2.936709981165374,312.0600000000001,0.116
5/0,0.0029586382740082314,1161.5500000000002,0.4367
5/1,0.0036285026082287556,449.1199999999999,0.554
5/2,1.148350790055115,1283.0999999999997,0.3368
5/3,21.17610161106568,401.09999999999997,0.1932
5/4,0.4543326713246147,431.40000000000015,0.4389
5/5,0.5244929155648849,384.3599999999999,0.4247
5/6,25.604178199610228,145.58999999999992,0.3126
5/7,97.20696664197749,0.0,0.4958
5/8,27.756974228443934,125.94000000000005,0.2693
5/9,0.09541039292871475,342.48,0.4621
5/10,0.3207899172151413,1497.6000000000001,0.3556
5/11,0.06418621601032329,870.1200000000002,0.4993
5/12,4.911022495824986,1999.5500000000002,0.2803
5/13,0.14191833876918386,2717.5199999999995,0.3783
5/14,4.038795111475863,136.29000000000002,0.4181
5/15,0.31380658300747594,916.8600000000001,0.3818
5/16,15.544329706611968,698.75,0.3966
5/17,0.4752229811510846,389.84000000000015,0.4348
5/18,13.856031774679654,538.7,0.2236
5/19,11.160004825637102,317.9200000000001,0.3118
5/20,12.355689792163663,212.45999999999998,0.2447
5/21,0.05466283374649454,343.1600000000001,0.4595
5/22,28.833555994813135,0.0,0.3808
5/23,18.06386317861125,0.0,0.3978
5/24,0.3439611946896364,974.3999999999999,0.3262
5/25,2.6346664802876907,777.1999999999997,0.2578
5/26,6.311592493636924,548.15,0.396
5/27,0.45614772604028603,434.1600000000001,0.3903
5/28,8.497029113995476,253.85999999999984,0.2486
5/29,23.13145427906152,99.51000000000005,0.2404
5/30,0.04942551830195941,913.28,0.3649
5/31,0.002403534521052705,320.87999999999994,0.4981
5/32,1.3388247161422815,371.1600000000001,0.3634
5/33,0.8081510012000038,362.64,0.3485
5/34,0.9472695166363589,121.22000000000003,0.3742
5/35,0.6268117164640278,130.72000000000003,0.3762
5/36,3.255992896781329,168.1199999999999,0.2922
5/37,0.9763090359822603,736.7499999999998,0.182
5/38,12.87500080558543,276.53999999999996,0.0714
5/39,0.04595465362313709,1047.2400000000002,0.3007
5/40,0.009023449442510378,1399.52,0.0893
5/41,2.7461109049768075,254.5999999999999,0.296
5/42,2.5363995258958187,439.5,0.2416
5/43,1.3916898261742918,393.76,0.253
5/44,1.0478441514303667,171.8800000000001,0.3122
5/45,3.148749442814861,423.93,0.0932
5/46,0.6167739605599076,680.1600000000001,0.2191
5/47,0.04826023469613318,370.08000000000004,0.4134
5/48,0.11489122491334826,0.0,0.4223
5/49,0.08719228222375282,1151.6799999999998,0.1953
6/0,0.0029586382740082314,1161.5500000000002,0.4367
6/1,0.0036285026082287556,449.1199999999999,0.554
6/2,1.148350790055115,1283.0999999999997,0.3368
6/3,21.17610161106568,401.09999999999997,0.1932
6/4,0.4543326713246147,431.40000000000015,0.4389
6/5,0.5244929155648849,384.3599999999999,0.4247
6/6,25.604178199610228,145.58999999999992,0.3126
6/7,97.20696664197749,0.0,0.4958
6/8,27.756974228443934,125.94000000000005,0.2693
6/9,0.09541039292871475,342.48,0.4621
6/10,0.3207899172151413,1497.6000000000001,0.3556
6/11,0.06418621601032329,870.1200000000002,0.4993
6/12,4.911022495824986,1999.5500000000002,0.2803
6/13,0.14191833876918386,2717.5199999999995,0.3783
6/14,4.038795111475863,136.29000000000002,0.4181
6/15,0.31380658300747594,916.8600000000001,0.3818
6/16,15.544329706611968,698.75,0.3966
6/17,0.4752229811510846,389.84000000000015,0.4348
6/18,0.0872635542731606,798.0,0.4427
6/19,0.3686463112929926,319.78,0.4958
6/20,1.8050696565274686,344.40000000000003,0.4201
6/21,0.2217347146482269,797.6499999999999,0.3895
6/22,148.70068962815577,0.0,0.4805
6/23,13.856031774679654,538.7,0.2236
6/24,11.160004825637102,317.9200000000001,0.3118
6/25,12.355689792163663,212.45999999999998,0.2447
6/26,0.05466283374649454,343.1600000000001,0.4595
6/27,0.3439611946896364,974.3999999999999,0.3262
6/28,2.6346664802876907,777.1999999999997,0.2578
6/29,6.311592493636924,548.15,0.396
6/30,0.19293553052348003,151.39999999999998,0.4704
6/31,0.1914285324201178,165.03999999999996,0.4406
6/32,28.833555994813135,0.0,0.3808
6/33,18.06386317861125,0.0,0.3978
6/34,0.45614772604028603,434.1600000000001,0.3903
6/35,8.497029113995476,253.85999999999984,0.2486
6/36,23.13145427906152,99.51000000000005,0.2404
6/37,0.04942551830195941,913.28,0.3649
6/38,0.002403534521052705,320.87999999999994,0.4981
6/39,1.3388247161422815,371.1600000000001,0.3634
6/40,0.06947612754897449,1296.85,0.3184
6/41,0.4076398778933829,642.8999999999999,0.3253
6/42,0.4397087858442431,1152.7199999999998,0.1802
6/43,7.8167789423352385,250.65000000000003,0.279
6/44,4.787377894752404,91.88,0.321
6/45,7.130266487580553,297.98,0.2587
6/46,0.8081510012000038,362.64,0.3485
6/47,3.255992896781329,168.1199999999999,0.2922
6/48,0.9763090359822603,736.7499999999998,0.182
6/49,12.87500080558543,276.53999999999996,0.0714
7/0,0.0029586382740082314,1161.5500000000002,0.4367
7/1,0.0036285026082287556,449.1199999999999,0.554
7/2,1.148350790055115,1283.0999999999997,0.3368
7/3,21.17610161106568,401.09999999999997,0.1932
7/4,0.4543326713246147,431.40000000000015,0.4389
7/5,0.5244929155648849,384.3599999999999,0.4247
7/6,25.604178199610228,145.58999999999992,0.3126
7/7,97.20696664197749,0.0,0.4958
7/8,27.756974228443934,125.94000000000005,0.2693
7/9,0.09541039292871475,342.48,0.4621
7/10,0.3207899172151413,1497.6000000000001,0.3556
7/11,0.06418621601032329,870.1200000000002,0.4993
7/12,4.911022495824986,1999.5500000000002,0.2803
7/13,0.14191833876918386,2717.5199999999995,0.3783
7/14,4.038795111475863,136.29000000000002,0.4181
7/15,0.31380658300747594,916.8600000000001,0.3818
7/16,15.544329706611968,698.75,0.3966
7/17,0.4752229811510846,389.84000000000015,0.4348
7/18,0.0872635542731606,798.0,0.4427
7/19,0.3686463112929926,319.78,0.4958
7/20,1.8050696565274686,344.40000000000003,0.4201
7/21,0.2217347146482269,797.6499999999999,0.3895
7/22,148.70068962815577,0.0,0.4805
7/23,149.2065535272887,0.0,0.3633
7/24,46.822838135115106,56.639999999999986,0.1095
7/25,30.103376179915614,253.88,0.1537
7/26,13.856031774679654,538.7,0.2236
7/27,11.160004825637102,317.9200000000001,0.3118
7/28,12.355689792163663,212.45999999999998,0.2447
7/29,0.05466283374649454,343.1600000000001,0.4595
7/30,0.3439611946896364,974.3999999999999,0.3262
7/31,2.6346664802876907,777.1999999999997,0.2578
7/32,6.311592493636924,548.15,0.396
7/33,0.19293553052348003,151.39999999999998,0.4704
7/34,0.1914285324201178,165.03999999999996,0.4406
7/35,0.01764563657863796,1872.9199999999996,0.3001
7/36,6.811580348591082,602.8799999999999,0.2478
7/37,28.833555994813135,0.0,0.3808
7/38,0.45614772604028603,434.1600000000001,0.3903
7/39,8.497029113995476,253.85999999999984,0.2486
7/40,23.13145427906152,99.51000000000005,0.2404
7/41,0.04942551830195941,913.28,0.3649
7/42,0.002403534521052705,320.87999999999994,0.4981
7/43,1.3388247161422815,371.1600000000001,0.3634
7/44,0.06947612754897449,1296.85,0.3184
7/45,0.4076398778933829,642.8999999999999,0.3253
7/46,0.4397087858442431,1152.7199999999998,0.1802
7/47,7.8167789423352385,250.65000000000003,0.279
7/48,4.787377894752404,91.88,0.321
7/49,7.130266487580553,297.98,0.2587
8/0,0.0036285026082287556,449.1199999999999,0.554
8/1,21.17610161106568,401.09999999999997,0.1932
8/2,0.4543326713246147,431.40000000000015,0.4389
8/3,0.5244929155648849,384.3599999999999,0.4247
8/4,25.604178199610228,145.58999999999992,0.3126
8/5,97.20696664197749,0.0,0.4958
8/6,27.756974228443934,125.94000000000005,0.2693
8/7,0.3207899172151413,1497.6000000000001,0.3556
8/8,0.06418621601032329,870.1200000000002,0.4993
8/9,4.911022495824986,1999.5500000000002,0.2803
8/10,0.14191833876918386,2717.5199999999995,0.3783
8/11,4.038795111475863,136.29000000000002,0.4181
8/12,15.544329706611968,698.75,0.3966
8/13,0.4752229811510846,389.84000000000015,0.4348
8/14,0.3686463112929926,319.78,0.4958
8/15,1.8050696565274686,344.40000000000003,0.4201
8/16,148.70068962815577,0.0,0.4805
8/17,149.2065535272887,0.0,0.3633
8/18,46.822838135115106,56.639999999999986,0.1095
8/19,30.103376179915614,253.88,0.1537
8/20,0.22038436440096054,1445.56,0.4651
8/21,2.135473684309573,1439.6000000000004,0.4094
8/22,1.6518925963822262,1807.4,0.3206
8/23,9.78775133401389,1195.4500000000003,0.2467
8/24,5.838853247847032,106.75999999999999,0.4177
8/25,0.0029586382740082314,1161.5500000000002,0.4367
8/26,1.148350790055115,1283.0999999999997,0.3368
8/27,0.09541039292871475,342.48,0.4621
8/28,0.31380658300747594,916.8600000000001,0.3818
8/29,0.0872635542731606,798.0,0.4427
8/30,0.2217347146482269,797.6499999999999,0.3895
8/31,13.856031774679654,538.7,0.2236
8/32,12.355689792163663,212.45999999999998,0.2447
8/33,2.6346664802876907,777.1999999999997,0.2578
8/34,6.311592493636924,548.15,0.396
8/35,0.19293553052348003,151.39999999999998,0.4704
8/36,0.01764563657863796,1872.9199999999996,0.3001
8/37,6.811580348591082,602.8799999999999,0.2478
8/38,0.09337248270687677,448.0,0.4521
8/39,11.51203419475816,587.64,0.327
8/40,11.160004825637102,317.9200000000001,0.3118
8/41,0.05466283374649454,343.1600000000001,0.4595
8/42,0.3439611946896364,974.3999999999999,0.3262
8/43,0.1914285324201178,165.03999999999996,0.4406
8/44,28.833555994813135,0.0,0.3808
8/45,23.13145427906152,99.51000000000005,0.2404
8/46,0.002403534521052705,320.87999999999994,0.4981
8/47,10.907571358632898,356.64,0.2926
8/48,19.01162184967735,221.96000000000004,0.1382
8/49,3.332371198711745,0.0,0.4232
9/0,0.0036285026082287556,449.1199999999999,0.554
9/1,0.4543326713246147,431.40000000000015,0.4389
9/2,0.5244929155648849,384.3599999999999,0.4247
9/3,97.20696664197749,0.0,0.4958
9/4,0.3207899172151413,1497.6000000000001,0.3556
9/5,0.06418621601032329,870.1200000000002,0.4993
9/6,4.911022495824986,1999.5500000000002,0.2803
9/7,0.14191833876918386,2717.5199999999995,0.3783
9/8,15.544329706611968,698.75,0.3966
9/9,0.4752229811510846,389.84000000000015,0.4348
9/10,0.3686463112929926,319.78,0.4958
9/11,148.70068962815577,0.0,0.4805
9/12,149.2065535272887,0.0,0.3633
9/13,0.22038436440096054,1445.56,0.4651
9/14,2.135473684309573,1439.6000000000004,0.4094
9/15,1.6518925963822262,1807.4,0.3206
9/16,9.78775133401389,1195.4500000000003,0.2467
9/17,1.2307399001349977,292.71000000000015,0.4729
9/18,0.3979470726037512,1412.2199999999998,0.4738
9/19,0.16898549183374173,2467.3,0.3047
9/20,100.49662209853282,7.579999999999927,0.3232
9/21,1.516954092137857,168.74,0.487
9/22,12.65619742921323,460.39999999999986,0.417
9/23,75.66931275262009,386.48999999999995,0.4223
9/24,1.0694479583952066,388.76,0.4242
9/25,1.0923080204603495,2374.38,0.2497
9/26,21.613135631607353,747.2,0.2716
9/27,21.17610161106568,401.09999999999997,0.1932
9/28,25.604178199610228,145.58999999999992,0.3126
9/29,27.756974228443934,125.94000000000005,0.2693
9/30,4.038795111475863,136.29000000000002,0.4181
9/31,1.8050696565274686,344.40000000000003,0.4201
9/32,46.822838135115106,56.639999999999986,0.1095
9/33,30.103376179915614,253.88,0.1537
9/34,5.838853247847032,106.75999999999999,0.4177
9/35,1.148350790055115,1283.0999999999997,0.3368
9/36,2.6346664802876907,777.1999999999997,0.2578
9/37,6.311592493636924,548.15,0.396
9/38,11.51203419475816,587.64,0.327
9/39,0.020666821089155043,543.52,0.4907
9/40,0.0029586382740082314,1161.5500000000002,0.4367
9/41,0.09541039292871475,342.48,0.4621
9/42,0.0872635542731606,798.0,0.4427
9/43,13.856031774679654,538.7,0.2236
9/44,0.01764563657863796,1872.9199999999996,0.3001
9/45,6.811580348591082,602.8799999999999,0.2478
9/46,0.09337248270687677,448.0,0.4521
9/47,0.002403534521052705,320.87999999999994,0.4981
9/48,3.332371198711745,0.0,0.4232
9/49,0.35614911734063526,1047.2399999999998,0.3933
10/0,0.0036285026082287556,449.1199999999999,0.554
10/1,97.20696664197749,0.0,0.4958
10/2,0.3207899172151413,1497.6000000000001,0.3556
10/3,0.06418621601032329,870.1200000000002,0.4993
10/4,4.911022495824986,1999.5500000000002,0.2803
10/5,0.14191833876918386,2717.5199999999995,0.3783
10/6,15.544329706611968,698.75,0.3966
10/7,0.3686463112929926,319.78,0.4958
10/8,148.70068962815577,0.0,0.4805
10/9,0.22038436440096054,1445.56,0.4651
10/10,2.135473684309573,1439.6000000000004,0.4094
10/11,1.6518925963822262,1807.4,0.3206
10/12,9.78775133401389,1195.4500000000003,0.2467
10/13,1.2307399001349977,292.71000000000015,0.4729
10/14,0.3979470726037512,1412.2199999999998,0.4738
10/15,0.16898549183374173,2467.3,0.3047
10/16,1.516954092137857,168.74,0.487
10/17,12.65619742921323,460.39999999999986,0.417
10/18,75.66931275262009,386.48999999999995,0.4223
10/19,1.0694479583952066,388.76,0.4242
10/20,1.0923080204603495,2374.38,0.2497
10/21,21.613135631607353,747.2,0.2716
10/22,411.38135861322223,0.0,0.4431
10/23,6.218018859357377,707.4299999999998,0.3662
10/24,0.09420229247241367,3213.18,0.3778
10/25,202.27429098353943,77.89999999999998,0.3817
10/26,0.5987116878424719,513.8400000000001,0.4857
10/27,0.4543326713246147,431.40000000000015,0.4389
10/28,0.5244929155648849,384.3599999999999,0.4247
10/29,0.4752229811510846,389.84000000000015,0.4348
10/30,100.49662209853282,7.579999999999927,0.3232
10/31,21.17610161106568,401.09999999999997,0.1932
10/32,25.604178199610228,145.58999999999992,0.3126
10/33,27.756974228443934,125.94000000000005,0.2693
10/34,4.038795111475863,136.29000000000002,0.4181
10/35,1.8050696565274686,344.40000000000003,0.4201
10/36,30.103376179915614,253.88,0.1537
10/37,5.838853247847032,106.75999999999999,0.4177
10/38,1.148350790055115,1283.0999999999997,0.3368
10/39,2.6346664802876907,777.1999999999997,0.2578
10/40,6.311592493636924,548.15,0.396
10/41,11.51203419475816,587.64,0.327
10/42,0.020666821089155043,543.52,0.4907
10/43,150.95727537068905,77.15999999999997,0.1137
10/44,0.7719428649604194,2066.7599999999998,0.1512
10/45,149.2065535272887,0.0,0.3633
10/46,0.0029586382740082314,1161.5500000000002,0.4367
10/47,0.0872635542731606,798.0,0.4427
10/48,13.856031774679654,538.7,0.2236
10/49,6.811580348591082,602.8799999999999,0.2478
11/0,0.0036285026082287556,449.1199999999999,0.554
11/1,97.20696664197749,0.0,0.4958
11/2,0.3207899172151413,1497.6000000000001,0.3556
11/3,0.06418621601032329,870.1200000000002,0.4993
11/4,4.911022495824986,1999.5500000000002,0.2803
11/5,0.14191833876918386,2717.5199999999995,0.3783
11/6,15.544329706611968,698.75,0.3966
11/7,0.3686463112929926,319.78,0.4958
11/8,148.70068962815577,0.0,0.4805
11/9,0.22038436440096054,1445.56,0.4651
11/10,2.135473684309573,1439.6000000000004,0.4094
11/11,1.6518925963822262,1807.4,0.3206
11/12,9.78775133401389,1195.4500000000003,0.2467
11/13,1.2307399001349977,292.71000000000015,0.4729
11/14,0.3979470726037512,1412.2199999999998,0.4738
11/15,0.16898549183374173,2467.3,0.3047
11/16,1.516954092137857,168.74,0.487
11/17,12.65619742921323,460.39999999999986,0.417
11/18,75.66931275262009,386.48999999999995,0.4223
11/19,1.0694479583952066,388.76,0.4242
11/20,1.0923080204603495,2374.38,0.2497
11/21,21.613135631607353,747.2,0.2716
11/22,411.38135861322223,0.0,0.4431
11/23,6.218018859357377,707.4299999999998,0.3662
11/24,0.09420229247241367,3213.18,0.3778
11/25,202.27429098353943,77.89999999999998,0.3817
11/26,0.5987116878424719,513.8400000000001,0.4857
11/27,30.195563546635505,621.8000000000001,0.2601
11/28,230.7497327981657,204.57,0.3466
11/29,11.421099837787906,100.5,0.5233
11/30,0.13093722922338316,831.9000000000003,0.4764
11/31,0.4543326713246147,431.40000000000015,0.4389
11/32,0.5244929155648849,384.3599999999999,0.4247
11/33,0.4752229811510846,389.84000000000015,0.4348
11/34,1.8050696565274686,344.40000000000003,0.4201
11/35,1.148350790055115,1283.0999999999997,0.3368
11/36,6.311592493636924,548.15,0.396
11/37,11.51203419475816,587.64,0.327
11/38,0.020666821089155043,543.52,0.4907
11/39,0.7719428649604194,2066.7599999999998,0.1512
11/40,8.138080403427663,381.28,0.4189
11/41,0.5160832330431279,906.9999999999999,0.3825
11/42,167.03292524681214,31.17999999999995,0.3714
11/43,2.8287823322471786,1280.8000000000002,0.2757
11/44,21.17610161106568,401.09999999999997,0.1932
11/45,25.604178199610228,145.58999999999992,0.3126
11/46,27.756974228443934,125.94000000000005,0.2693
11/47,4.038795111475863,136.29000000000002,0.4181
11/48,30.103376179915614,253.88,0.1537
11/49,5.838853247847032,106.75999999999999,0.4177
12/0,0.0036285026082287556,449.1199999999999,0.554
12/1,97.20696664197749,0.0,0.4958
12/2,0.3207899172151413,1497.6000000000001,0.3556
12/3,0.06418621601032329,870.1200000000002,0.4993
12/4,4.911022495824986,1999.5500000000002,0.2803
12/5,0.14191833876918386,2717.5199999999995,0.3783
12/6,15.544329706611968,698.75,0.3966
12/7,0.3686463112929926,319.78,0.4958
12/8,148.70068962815577,0.0,0.4805
12/9,0.22038436440096054,1445.56,0.4651
12/10,2.135473684309573,1439.6000000000004,0.4094
12/11,1.6518925963822262,1807.4,0.3206
12/12,9.78775133401389,1195.4500000000003,0.2467
12/13,1.2307399001349977,292.71000000000015,0.4729
12/14,0.3979470726037512,1412.2199999999998,0.4738
12/15,0.16898549183374173,2467.3,0.3047
12/16,1.516954092137857,168.74,0.487
12/17,12.65619742921323,460.39999999999986,0.417
12/18,75.66931275262009,386.48999999999995,0.4223
12/19,1.0694479583952066,388.76,0.4242
12/20,1.0923080204603495,2374.38,0.2497
12/21,21.613135631607353,747.2,0.2716
12/22,411.38135861322223,0.0,0.4431
12/23,0.09420229247241367,3213.18,0.3778
